Date,Symbol,Close,price_change_1d,price_change_3d,price_change_5d,sma_5,sma_10,sma_20,rsi,volume_ratio,volatility,momentum,target
2010-10-26,AAPL,38.19998550415039,-0.25186483619481675,1.014955808678141,0.9575105536952181,-0.7323026650961137,-1.5344829984637733,-1.4018527330811485,1.2734305447373708,-0.8858662311684885,-0.11071240837488323,2.1366997176298224,1
2010-10-26,MSFT,20.627023696899414,0.8896810095136263,0.9692851954492514,0.15434597782806053,-0.8560348465963631,-0.6347612494342826,-0.1319499472858917,-0.2439869873931718,0.35926932351056173,-0.5382948444209834,0.23110832261475708,1
2010-10-27,JPM,29.269107818603516,-0.5658095411525437,-1.2893480754498474,-1.1237031270549025,1.045235375348173,0.7821139579941608,0.8570730976687976,-0.931080686436243,-0.5525810602232902,0.9997916540869597,-0.3988510743025277,1
2010-10-27,JNJ,47.97025680541992,-0.12117380589424656,-0.09673181184602701,0.09668072862891465,0.006630811863205694,-0.4396820787724689,-0.39743466487136636,1.0870892885957026,0.22687783911075904,-0.9635276139576119,0.44986078178151534,1
2010-10-28,GOOGL,309.599609375,0.23010557556465752,2.8720813064141715,2.673897749124568,-2.255029249369075,-2.720535511119372,-2.234645254344264,1.2016877217319997,-0.7074311653389485,1.6052476199069086,2.547137786952782,1
2010-11-02,AAPL,38.3624382019043,0.026473660746801023,0.46511607047253667,0.8548282849020329,-0.4403254181563149,-1.2194217864728691,-1.3272060925221028,1.1072597740789085,-0.7119282165606746,-0.20967101710162778,2.2907154772951026,1
2010-11-02,MSFT,21.813682556152344,1.6915540437798944,1.694797573550695,1.3068372966129154,-1.7691159393420666,-1.3985000957554978,-0.8155881544165743,-0.0329315995401822,-0.290559604371621,-0.13709153195946372,0.9180589956687488,0
2010-11-03,JPM,29.409446716308594,0.04341582083233213,-1.1801867764656224,-0.5159273857916584,0.8126048712831386,0.7673875203297036,0.7972700142740926,-1.1121413814454115,-0.16550731262591079,0.8418267975546331,0.023498926535108253,1
2010-11-03,JNJ,48.4381103515625,0.19837724524485234,-0.025013694939942998,0.15939918750958537,-0.09828941627947538,-0.41774033766965263,-0.45593153336897674,1.3880096695445958,-0.27158553261669977,-1.2304922822305486,0.8010915179313666,0
2010-11-04,GOOGL,312.44744873046875,0.18104615381430975,2.6322039996360997,2.4234319144563385,-1.6059512909111477,-2.352984537801231,-2.1966056348717586,1.195484813505046,0.4039650279590868,0.8471828512731823,3.4960085109745527,0
2010-11-09,AAPL,39.19576644897461,0.5724661572206021,0.1901523252270189,1.078078368010966,-0.5421437984825231,-1.150243269650868,-1.4946847464516178,1.1677068199907767,-0.93284466757003,-0.4896785612285665,2.7623646085685136,0
2010-11-09,MSFT,21.463258743286133,-0.6085062259046641,1.154136405446474,1.2631840574057942,-0.804567434493446,-0.8859377014867671,-0.590413219067063,-0.2932999864921982,-0.16628880893867037,-0.26047889905136073,1.0435275388513443,0
